epoch,speed,gForce,sats,lat,lng
1772792810800,39.9,0.13,5,-22.774768,-47.137026
1772792811000,40.7,0.48,5,-22.774784,-47.137010
1772792811200,40.7,0.38,5,-22.774798,-47.136996
1772792811400,40.2,0.43,5,-22.774811,-47.136983
1772792811600,39.3,0.16,5,-22.774824,-47.136969
1772792811800,38.3,0.24,5,-22.774837,-47.136957
1772792812000,37.3,0.28,5,-22.774850,-47.136944
1772792812200,36.0,0.29,5,-22.774860,-47.136933
1772792812400,34.9,0.13,5,-22.774872,-47.136922
1772792812600,33.7,0.05,5,-22.774883,-47.136912
1772792812800,27.3,0.06,5,-22.774894,-47.136902
1772792813000,21.0,0.39,5,-22.774905,-47.136893
1772792813200,23.9,0.20,5,-22.774915,-47.136884
1772792813400,25.5,0.42,5,-22.774926,-47.136874
1772792813600,26.2,0.21,5,-22.774935,-47.136866
1772792813800,26.4,0.76,5,-22.774945,-47.136859
1772792814000,26.3,0.31,5,-22.774956,-47.136851
1772792814200,25.9,0.23,5,-22.774965,-47.136842
1772792814400,25.4,0.77,5,-22.774974,-47.136832
1772792814600,24.8,0.28,5,-22.774984,-47.136823
1772792814800,24.2,3.68,5,-22.774993,-47.136815
1772792815000,23.3,0.53,5,-22.775002,-47.136808
1772792815200,22.5,0.68,5,-22.775010,-47.136800
1772792815400,21.9,0.36,5,-22.775019,-47.136794
1772792815600,21.2,0.75,5,-22.775027,-47.136787
1772792815800,20.1,0.72,5,-22.775031,-47.136779
1772792816000,19.2,0.48,5,-22.775036,-47.136772
1772792816200,18.2,1.42,5,-22.775042,-47.136766
1772792816400,17.2,1.13,5,-22.775047,-47.136761
1772792816600,16.1,0.68,5,-22.775050,-47.136755
1772792816800,15.3,0.99,5,-22.775052,-47.136747
1772792817000,15.0,0.53,5,-22.775054,-47.136739
1772792817200,14.9,0.52,5,-22.775050,-47.136728
1772792817400,14.9,0.91,5,-22.775050,-47.136720
1772792817600,14.9,0.45,5,-22.775049,-47.136711
1772792817800,15.0,0.79,5,-22.775047,-47.136702
1772792818000,14.7,0.76,5,-22.775044,-47.136697
1772792818200,14.6,0.31,5,-22.775042,-47.136690
1772792818400,14.5,0.19,5,-22.775039,-47.136683
1772792818600,14.6,0.30,5,-22.775036,-47.136677
1772792818800,14.9,0.17,5,-22.775032,-47.136668
1772792819000,15.2,1.00,5,-22.775027,-47.136660
1772792819200,15.5,0.93,4,-22.775023,-47.136652
1772792819400,15.6,0.25,4,-22.775019,-47.136647
1772792819600,15.8,0.52,5,-22.775014,-47.136641
1772792819800,15.9,0.76,5,-22.775009,-47.136634
1772792820000,16.2,0.70,5,-22.775005,-47.136627
1772792820200,16.5,0.81,5,-22.774999,-47.136620
1772792820400,16.9,0.97,4,-22.774993,-47.136614
1772792820600,17.3,0.51,4,-22.774987,-47.136606
1772792820800,18.0,0.86,5,-22.774981,-47.136598
1772792821000,18.7,0.44,4,-22.774976,-47.136589
1772792821200,19.6,1.27,4,-22.774969,-47.136580
1772792821400,20.4,1.17,4,-22.774963,-47.136571
1772792821600,21.2,0.85,5,-22.774956,-47.136561
1772792821800,22.1,0.70,4,-22.774949,-47.136550
1772792822000,22.9,1.02,4,-22.774942,-47.136539
1772792822200,23.6,0.89,4,-22.774936,-47.136528
1772792822400,24.3,0.97,5,-22.774930,-47.136515
1772792822600,24.8,1.11,4,-22.774926,-47.136503
1772792822800,25.2,0.86,4,-22.774922,-47.136490
1772792823000,25.5,0.71,5,-22.774916,-47.136477
1772792823200,25.6,0.08,4,-22.774912,-47.136464
1772792823400,25.6,0.48,4,-22.774906,-47.136452
1772792823600,25.4,0.62,4,-22.774902,-47.136439
1772792823800,25.2,0.25,5,-22.774903,-47.136425
1772792824000,24.9,0.40,5,-22.774902,-47.136412
1772792824200,24.6,0.30,5,-22.774901,-47.136399
1772792824400,24.2,0.84,4,-22.774900,-47.136387
1772792824600,24.0,1.18,4,-22.774899,-47.136374
1772792824800,23.7,3.71,4,-22.774897,-47.136362
1772792825000,23.6,1.15,4,-22.774895,-47.136350
1772792825200,23.4,0.43,5,-22.774892,-47.136338
1772792825400,23.2,0.49,5,-22.774888,-47.136327
1772792825600,23.1,0.23,4,-22.774885,-47.136316
1772792825800,23.1,0.54,4,-22.774881,-47.136305
1772792826000,23.0,0.35,5,-22.774877,-47.136293
1772792826200,22.8,0.33,4,-22.774874,-47.136282
1772792826400,22.7,0.20,4,-22.774870,-47.136271
1772792826600,18.9,0.01,4,-22.774867,-47.136260
1772792826800,15.2,3.63,4,-22.774863,-47.136249
1772792827000,17.7,0.44,4,-22.774862,-47.136238
1772792827200,19.3,0.41,4,-22.774861,-47.136226
1772792827400,20.4,0.55,4,-22.774859,-47.136215
1772792827600,20.8,0.27,5,-22.774857,-47.136204
1772792827800,21.1,0.29,4,-22.774854,-47.136194
1772792828000,21.1,0.83,4,-22.774851,-47.136183
1772792828200,21.0,0.47,4,-22.774847,-47.136173
1772792828400,20.7,0.42,5,-22.774843,-47.136164
1772792828600,20.6,0.28,5,-22.774839,-47.136153
1772792828800,20.4,0.39,4,-22.774836,-47.136144
1772792829000,20.2,0.70,4,-22.774834,-47.136133
1772792829200,20.0,0.73,5,-22.774832,-47.136123
1772792829400,19.3,0.65,5,-22.774830,-47.136116
1772792829600,18.5,0.87,4,-22.774828,-47.136108
1772792829800,17.8,1.11,5,-22.774825,-47.136100
1772792830000,16.8,0.54,5,-22.774822,-47.136094
1772792830200,15.9,0.28,4,-22.774819,-47.136088
1772792830400,15.1,0.43,4,-22.774817,-47.136082
1772792830600,14.0,0.71,4,-22.774814,-47.136077
1772792830800,13.2,0.37,4,-22.774811,-47.136073
1772792831000,12.1,0.35,4,-22.774808,-47.136070
1772792831200,11.1,0.29,4,-22.774808,-47.136065
1772792831400,10.3,0.13,4,-22.774807,-47.136062
1772792831600,9.1,0.35,4,-22.774804,-47.136062
1772792831800,8.3,0.51,4,-22.774801,-47.136060
1772792832000,7.6,0.26,4,-22.774798,-47.136058
1772792832200,7.0,0.38,5,-22.774794,-47.136058
1772792832400,6.5,0.24,4,-22.774792,-47.136057
1772792832600,6.1,0.37,5,-22.774791,-47.136055
1772792832800,5.8,0.61,4,-22.774789,-47.136053
1772792833000,5.5,3.69,5,-22.774788,-47.136052
1772792833200,5.4,0.65,5,-22.774787,-47.136049
1772792833400,5.2,0.99,4,-22.774788,-47.136047
1772792833600,5.1,0.69,4,-22.774792,-47.136043
1772792833800,5.2,0.75,4,-22.774795,-47.136040
1772792834000,5.4,0.53,5,-22.774795,-47.136037
1772792834200,5.6,0.49,4,-22.774797,-47.136033
1772792834400,5.6,0.75,4,-22.774796,-47.136031
1772792834600,5.4,0.68,4,-22.774794,-47.136030
1772792834800,5.2,0.54,4,-22.774796,-47.136027
1772792835000,5.0,3.68,4,-22.774796,-47.136025
1772792835200,4.7,0.27,5,-22.774796,-47.136024
1772792835400,4.3,0.31,4,-22.774797,-47.136023
1772792835600,3.9,0.30,4,-22.774801,-47.136022
1772792835800,3.8,0.51,4,-22.774805,-47.136021
1772792836000,4.1,0.63,4,-22.774813,-47.136018
1772792836200,4.4,0.49,4,-22.774816,-47.136019
1772792836400,4.5,0.62,4,-22.774817,-47.136020
1772792836600,4.3,0.74,4,-22.774814,-47.136023
1772792836800,4.2,0.47,4,-22.774814,-47.136025
1772792837000,4.3,0.62,4,-22.774817,-47.136025
1772792837200,4.2,0.48,4,-22.774817,-47.136027
1772792837400,4.3,0.40,4,-22.774819,-47.136027
1772792837600,4.1,0.51,5,-22.774817,-47.136029
1772792837800,4.0,0.30,4,-22.774816,-47.136030
1772792838000,4.0,0.36,4,-22.774819,-47.136030
1772792838200,4.0,0.31,5,-22.774821,-47.136031
1772792838400,3.3,0.06,4,-22.774821,-47.136032
1772792838600,2.7,3.65,4,-22.774823,-47.136032
1772792838800,3.3,0.15,5,-22.774826,-47.136031
1772792839000,3.7,0.26,5,-22.774829,-47.136031
1772792839200,3.9,0.40,5,-22.774830,-47.136031
1772792839400,4.0,0.24,4,-22.774829,-47.136031
1772792839600,3.9,0.30,5,-22.774823,-47.136035
1772792839800,3.5,0.32,5,-22.774816,-47.136038
1772792840000,3.4,0.34,5,-22.774818,-47.136039
1772792840200,3.1,0.54,5,-22.774812,-47.136043
1772792840400,2.8,0.61,5,-22.774810,-47.136044
1772792840600,2.6,0.37,5,-22.774808,-47.136043
1772792840800,2.6,0.95,5,-22.774813,-47.136039
1772792841000,2.7,0.75,5,-22.774815,-47.136035
1772792841200,3.1,0.76,5,-22.774817,-47.136031
1772792841400,3.6,1.01,5,-22.774821,-47.136027
1772792841600,4.0,0.52,5,-22.774823,-47.136024
1772792841800,4.2,0.73,5,-22.774822,-47.136023
1772792842000,4.2,0.82,5,-22.774821,-47.136023
1772792842200,4.1,0.68,5,-22.774820,-47.136023
1772792842400,3.8,0.67,5,-22.774818,-47.136024
1772792842600,3.4,1.11,5,-22.774818,-47.136026
1772792842800,3.1,1.30,5,-22.774821,-47.136026
1772792843000,2.9,1.36,5,-22.774824,-47.136026
1772792843200,2.6,1.35,5,-22.774825,-47.136030
1772792843400,2.4,1.51,5,-22.774822,-47.136034
1772792843600,2.4,3.66,5,-22.774821,-47.136038
1772792843800,2.6,1.21,5,-22.774817,-47.136043
1772792844000,3.2,1.18,5,-22.774820,-47.136048
1772792844200,3.9,0.86,5,-22.774823,-47.136055
1772792844400,4.8,0.95,5,-22.774825,-47.136062
1772792844600,5.7,1.24,5,-22.774829,-47.136069
1772792844800,6.6,0.68,5,-22.774834,-47.136076
1772792845000,7.4,0.66,5,-22.774842,-47.136082
1772792845200,8.7,1.22,5,-22.774850,-47.136095
1772792845400,9.9,1.06,5,-22.774851,-47.136104
1772792845600,11.1,0.58,5,-22.774854,-47.136115
1772792845800,12.3,1.09,5,-22.774856,-47.136127
1772792846000,13.5,1.16,5,-22.774852,-47.136140
1772792846200,14.4,0.54,5,-22.774849,-47.136150
1772792846400,15.0,1.05,5,-22.774843,-47.136161
1772792846600,15.6,0.78,5,-22.774838,-47.136172
1772792846800,16.2,1.00,5,-22.774833,-47.136186
1772792847000,16.9,0.63,5,-22.774829,-47.136199
1772792847200,17.6,1.49,4,-22.774826,-47.136213
1772792847400,18.3,1.41,5,-22.774823,-47.136227
1772792847600,19.1,1.10,5,-22.774820,-47.136243
1772792847800,19.9,1.11,4,-22.774818,-47.136258
1772792848000,20.8,0.56,4,-22.774817,-47.136275
1772792848200,21.8,1.38,5,-22.774816,-47.136293
1772792848400,22.8,1.17,5,-22.774817,-47.136310
1772792848600,23.8,1.06,4,-22.774817,-47.136327
1772792848800,24.6,0.64,5,-22.774821,-47.136343
1772792849000,25.5,0.37,4,-22.774827,-47.136360
1772792849200,26.3,0.32,4,-22.774832,-47.136378
1772792849400,27.2,0.35,5,-22.774837,-47.136396
1772792849600,28.0,1.25,4,-22.774841,-47.136414
1772792849800,28.8,0.22,4,-22.774846,-47.136432
1772792850000,29.5,0.28,4,-22.774853,-47.136448
1772792850200,30.0,0.09,4,-22.774860,-47.136465
1772792850400,30.5,0.65,4,-22.774867,-47.136481
1772792850600,30.9,0.60,4,-22.774873,-47.136497
1772792850800,31.1,0.12,4,-22.774880,-47.136513
1772792851000,31.3,0.21,4,-22.774886,-47.136529
1772792851200,31.5,0.13,4,-22.774892,-47.136545
1772792851400,31.5,0.22,4,-22.774900,-47.136560
1772792851600,31.5,0.48,4,-22.774906,-47.136575
1772792851800,31.4,0.73,4,-22.774912,-47.136589
1772792852000,30.9,0.49,4,-22.774914,-47.136601
1772792852200,30.4,0.47,4,-22.774917,-47.136614
1772792852400,29.9,0.76,4,-22.774921,-47.136628
1772792852600,29.6,0.56,5,-22.774924,-47.136642
1772792852800,29.3,0.68,5,-22.774926,-47.136657
1772792853000,28.7,0.57,4,-22.774924,-47.136666
1772792853200,27.7,0.64,5,-22.774921,-47.136675
1772792853400,26.7,0.37,4,-22.774918,-47.136685
1772792853600,25.6,0.45,4,-22.774915,-47.136694
1772792853800,24.5,0.44,5,-22.774911,-47.136702
1772792854000,23.5,0.32,4,-22.774908,-47.136713
1772792854200,22.5,0.67,5,-22.774905,-47.136720
1772792854400,21.3,1.07,5,-22.774901,-47.136728
1772792854600,20.0,0.78,5,-22.774899,-47.136735
1772792854800,19.0,1.30,5,-22.774896,-47.136744
1772792855000,18.3,0.76,5,-22.774893,-47.136754
1772792855200,17.9,1.64,6,-22.774892,-47.136764
